iter	Passed	Remaining
1671	3229	189914
1672	3231	189895
1673	3232	189874
1674	3234	189856
1675	3236	189879
1676	3238	189886
1677	3240	189897
1678	3242	189902
1679	3244	189909
1680	3247	189914
1681	3248	189898
1682	3250	189879
1683	3252	189873
1684	3254	189916
1685	3256	189912
1686	3258	189906
1687	3260	189891
1688	3262	189871
1689	3263	189855
1690	3265	189841
1691	3267	189840
1692	3269	189824
1693	3270	189801
1694	3272	189787
1695	3274	189768
1696	3275	189748
1697	3277	189732
1698	3278	189712
1699	3280	189694
1700	3282	189678
1701	3284	189695
1702	3286	189678
1703	3287	189652
1704	3289	189626
1705	3290	189597
1706	3292	189578
1707	3293	189562
1708	3295	189546
1709	3297	189526
1710	3299	189540
1711	3302	189579
1712	3304	189613
1713	3306	189621
1714	3309	189641
1715	3311	189649
1716	3312	189638
